,text,sentiment
541,ouch im sorry then,0
542,ill give u an icecream,1
543,yes it definitely paid off thanks the advice,2
544,mouth hurts,0
545,even though everyone wanted to do a newish song and our teacher agreed s old grumpy doesnt like us happy haha,0
546,hand hurts,0
547,woot just had my interview went awsome i didnt get to talk with mr johnny thought oh well i still did really good,2
548,i am filming musicans friends of mine at a legion these people sure know how to dance,1
549,the weather is gross outside it puts me in a bad mood,0
550,just starting my daya long friday,0
551,hope your weekend was fabulous do anything interesting,2
552,time to play,1
553,i dont wanna go to work,0
554,how you not gonna follow me son,0
555,i think ive finally reached the point in my life where i need a nasal hair trimmer,1
556,fine i give in docs again today not being able to breath this morning made me think i should hate docs,0
557,has heart burn,0
558,aha both same length touche,2
559,yes people skills and social manners are quite nice if you a few billion guess you need more love to gently guide you,2
560,i love lol i you ever need a slow but good audiobook oliver twist is a one ive been listening to lately,2
561,aww thats so sweet so glad shes home with you now happy mothers day to you,2
562,today has been a nice positive fun day after several weeks of bum days,2
563,if you see it at nova on a monday tickets are only,1
564,hey please reply me i cant call you im from mexico and i dont know the code love you,2
565,lol when i went to buy my new laptop in feb i already knew lol but i looked anyway and walked away sadfaced,0
566,ember with dante i have so much fun with him can i smile any harder,2
567,sounds good to me no more cleaning cynics orders haha good night talk tomorrow,2
568,i have no doubt darlin just wish you could find a boy worthy is all youre good people,2
569,missed iron chef,0
570,yeah id just uploaded pics positioned them just right then poof gone before i could save,1
571,power outage door to freezer propped open ice cream make for slippy floor mer fer,0
572,happy mothers daaaaaaaaay,2
573,ooooh im jealous i might try and get some for the saturday but i have an exam on the monday that im gonna fail,0
574,,1
575,nervous about going out tomorrow cos its the first time since my daughter was born shes help,0
576,ah just finished making tea for tomorrow night,1
577,locked up abroad makes bein half brown good risk mgmt when travelin world i blend i feel sorry for my hostage magnet white pepo,0
578,im sorry youre feeling bad hope you get better soon you know if the plague doesnt getcha,0
579,happy mothers day to all the moms out there,2
580,weve never heard anyone say they like doing anything on monday mornings you must have had an early cup of coffee or two,1
581,yay excited,2
582,break a leg but dont do it for real it just a saying p good luck,2
583,i hear you any time earlier than is just mean,0
584,omg my head still hurts i need to get my comics today so i got to hurry lol,0
585,i got it i hope i get off of work in time for up want my job,1
586,watching ripleys believe it or not while eatingbad choice,0
587,yay power on phone charged its hot,1
588,thanks synn,2
589,city dippin iz u fun so much eye candy out herei remember y i miss lol,2
590,we found a ride,1
591,morning dont ask me why im up so early,1
592,please do snl every week i couldnt quit laughing usnlbest nite ever,2
593,ugh not sure i have the patience or remaining intelligence at this point in the day week to refactor and rewrite this package of code,2
594,the new tmobile advert in trafalger square looks like a lot of fun except if there was a load of pigeons there too,1
595,congrats so proud of you girl,2
596,working till are they playing miley cyrus on the company radio and not adele,1
597,is lonely in need of company,0
598,i want to panic,1
599,uuuugh i hate everything,0
600,tomorrow i mean anna,1
601,im sorry to hear that,0
602,im fine ive just been trying to figure out the meaning behind this song and i cant think of anything urlmincnmt,2
603,you must ask the cubs fans i cant fathom it myself,0
604,ya i did i seen all them but robert,1
605,someone came in when i was sleeping off my national passtime and turned me human,2
606,finished up cleaning my desk at least office is looking empty almost time to be in the car for fb,1
607,scratch that now were watching marley and me thinking i could stay awake better for this one,1
608,my poor heather she didnt make the cheerleading squad im sorry babygirl maybe next year,0
609,she interviewed us on books i was gonna say something but she was all wait i have something to say,1
610,vancouver so classy canucks,2
611,good morning its gorgeous out again n im stuck in work wish i was at home chillin out hopefully tha day goes quick doh,2
612,la bound,1
613,the ship has landed,1
614,mother is hogging the tv,0
615,wait and electrik red or richgirl im a sucker for the later,0
616,what come as you are but erock just left bah d,1
617,pancakes with lemon and sugar thanks,2
618,another onethose were taken at am met u see i have a real sleeping disorder,0
619,that sucks,0
620,i cant my heart aches for her children i wanna adopt alexis,0
621,is dreading going to work butits friiiiiday whoop,2
622,doing pretty well up and wide awake,2
623,hypervenilating cuz i just watched keith urbans new video trying to calm down and im realizing how far away august is,1
624,listening to have heart aka i took over carlys lastfm its need to be up in hours looooong day tomorrow,0
625,other people have their glasgow ones standing and seats for all nights,1
626,marrrrrrrrrry me have fun partying tonight have a drink for me if only i was i wud come there just to see you,2
627,morning all first tea of the day and just about to record the voiceover for a documentary about modern druidry good times,2
628,i understand computers are fun again,2
629,yooo its rainin dumb hard out,1
630,reached bangalore now gotta hunt for rooms,1
631,i wanna see that movie keith with jmccartney in it it looks sooo good but none of the video stores here carry it,1
632,omg i want to go to the beach,1
633,i kind of figured hed probably be unable to reason out why a lot of the things in manga happen or the way they happen,0
634,you called me didnt get that nest time for sure maybe ill come to la soon i hella wana go to disneyland,1
